age,education_level,years_experience,job_role,industry,certifications,hours_per_week,location,performance_score,communication_skill,leadership_skill,salary
41,high_school,35,developer,manufacturing,2,58,rural,42.0,7,22,80800.0
34,bachelor,36,researcher,education,4,47,urban,82.0,74,99,91100.0
42,master,3,designer,IT,3,66,rural,86.0,6,19,42100.0
23,master,3,sales,healthcare,0,18,remote,50.0,9,67,27900.0
28,master,34,manager,freelance,0,68,urban,,5,93,89900.0
26,none,17,researcher,education,1,39,suburban,45.0,81,7,60200.0
52,phd,6,researcher,manufacturing,5,45,rural,57.0,81,88,67400.0
31,bachelor,20,support,freelance,4,58,remote,53.0,46,89,62300.0
31,bachelor,8,sales,IT,3,45,suburban,,19,48,36600.0
31,none,4,intern,freelance,5,69,suburban,55.0,11,32,30300.0
35,master,20,sales,manufacturing,2,23,rural,62.0,11,70,73800.0
59,high_school,18,analyst,freelance,2,27,rural,18.0,94,23,38500.0
24,master,14,support,IT,4,11,remote,36.0,39,15,78400.0
63,phd,38,researcher,finance,3,57,suburban,96.0,50,90,117700.0
38,high_school,10,developer,healthcare,1,45,rural,85.0,69,79,14500.0
43,high_school,14,consultant,freelance,0,64,urban,24.0,75,69,31300.0
28,none,16,support,finance,7,66,remote,42.0,84,32,54900.0
39,bachelor,9,developer,finance,0,14,suburban,96.0,76,37,36700.0
31,high_school,31,researcher,freelance,2,58,urban,43.0,88,91,58100.0
29,none,29,consultant,law,7,25,suburban,9.0,8,0,50100.0
51,high_school,39,manager,marketing,7,41,suburban,78.0,18,77,93000.0
23,bachelor,32,manager,marketing,4,11,remote,80.0,25,83,110600.0
58,phd,5,sales,IT,0,16,rural,25.0,18,65,66700.0
60,phd,24,developer,finance,4,22,rural,35.0,8,44,90000.0
46,bachelor,6,intern,education,1,36,suburban,54.0,33,39,37800.0
40,bachelor,19,analyst,manufacturing,2,36,remote,64.0,80,50,41500.0
59,phd,31,analyst,education,6,51,suburban,88.0,46,42,93800.0
33,phd,22,consultant,marketing,1,61,urban,13.0,48,86,87400.0
64,phd,21,consultant,marketing,0,55,remote,88.0,29,29,81000.0
26,master,25,manager,manufacturing,5,34,suburban,75.0,80,22,105800.0
45,bachelor,38,,healthcare,3,61,urban,23.0,68,63,79200.0
63,phd,14,manager,manufacturing,6,63,suburban,15.0,44,45,102000.0
47,none,34,intern,education,5,55,urban,77.0,9,69,61200.0
55,high_school,31,researcher,freelance,1,49,remote,70.0,10,12,75900.0
30,master,7,developer,marketing,4,26,suburban,53.0,100,23,57400.0
26,,9,analyst,education,5,44,rural,28.0,29,70,41800.0
48,high_school,18,researcher,freelance,1,66,remote,57.0,16,79,51800.0
34,bachelor,39,manager,healthcare,1,27,urban,21.0,77,56,89400.0
26,master,24,support,IT,2,16,rural,50.0,28,50,55500.0
52,bachelor,17,manager,education,4,36,remote,4.0,1,23,74000.0
41,master,0,designer,manufacturing,3,36,remote,36.0,73,37,37800.0
18,,22,consultant,law,7,29,remote,35.0,39,8,69200.0
19,high_school,21,designer,freelance,5,31,suburban,21.0,60,69,52500.0
61,high_school,31,analyst,education,2,62,urban,48.0,4,84,56200.0
63,master,35,designer,finance,0,69,suburban,89.0,96,5,83000.0
27,none,36,support,manufacturing,1,15,remote,24.0,55,44,75500.0
47,,21,researcher,law,1,33,urban,98.0,32,13,68300.0
46,high_school,21,sales,IT,0,20,urban,17.0,16,27,33800.0
19,bachelor,13,researcher,healthcare,6,19,rural,1.0,93,62,54200.0
36,bachelor,15,,manufacturing,1,55,urban,54.0,28,49,42900.0
38,none,15,intern,finance,5,46,urban,44.0,43,23,38700.0
37,phd,14,developer,IT,2,26,suburban,71.0,100,69,65000.0
50,none,18,support,manufacturing,6,53,rural,98.0,19,67,55800.0
23,phd,10,consultant,marketing,7,15,suburban,25.0,45,88,74400.0
59,high_school,32,analyst,IT,3,16,suburban,100.0,34,34,49200.0
36,bachelor,0,developer,law,7,20,remote,5.0,12,27,47500.0
32,bachelor,25,sales,,4,44,urban,70.0,14,77,158600.0
50,none,15,developer,manufacturing,4,59,remote,64.0,27,22,31500.0
52,none,15,manager,law,5,41,remote,61.0,3,100,69100.0
41,master,16,consultant,manufacturing,4,59,suburban,68.0,91,95,43100.0
40,,22,researcher,marketing,5,48,suburban,36.0,21,42,58000.0
22,phd,33,researcher,marketing,7,64,rural,23.0,88,73,103600.0
18,bachelor,1,analyst,finance,1,13,rural,43.0,92,11,39000.0
48,none,34,analyst,,1,55,rural,49.0,56,75,56700.0
64,none,2,sales,healthcare,3,15,urban,66.0,29,2,38100.0
61,none,29,researcher,IT,5,47,remote,8.0,74,46,65200.0
52,high_school,27,researcher,,3,23,urban,9.0,79,66,58300.0
30,bachelor,17,researcher,,6,46,suburban,49.0,30,40,61300.0
29,phd,13,manager,education,6,41,urban,7.0,31,80,101200.0
25,phd,0,sales,manufacturing,2,53,suburban,39.0,18,30,59300.0
55,phd,3,analyst,marketing,4,41,remote,,84,76,63800.0
60,none,1,consultant,education,1,37,suburban,,97,40,15600.0
46,none,38,sales,finance,3,51,rural,19.0,93,94,58500.0
34,,18,researcher,IT,4,32,suburban,73.0,95,23,70800.0
31,bachelor,24,manager,healthcare,5,64,suburban,83.0,15,80,87900.0
62,master,22,researcher,IT,5,27,suburban,72.0,13,39,88200.0
19,phd,5,consultant,healthcare,7,19,remote,94.0,46,45,75600.0
42,none,37,sales,healthcare,7,62,suburban,89.0,98,69,66400.0
48,master,12,support,law,1,68,rural,18.0,79,69,47800.0
32,phd,29,sales,freelance,2,19,remote,,35,96,87000.0
25,none,32,designer,freelance,7,16,rural,65.0,56,13,77300.0
40,master,18,researcher,manufacturing,3,68,urban,24.0,86,77,71800.0
57,phd,3,designer,manufacturing,3,26,remote,,58,13,55100.0
37,high_school,38,developer,finance,1,35,rural,43.0,15,7,76000.0
48,phd,10,designer,marketing,4,39,urban,36.0,47,23,78700.0
61,high_school,19,intern,freelance,0,56,suburban,98.0,73,46,41000.0
24,none,11,developer,marketing,3,52,urban,88.0,71,74,40500.0
40,,36,,freelance,2,28,suburban,83.0,16,13,68100.0
34,bachelor,25,researcher,healthcare,6,44,rural,36.0,17,37,76800.0
54,none,1,researcher,finance,5,64,urban,60.0,5,11,37600.0
55,high_school,36,designer,freelance,7,23,remote,54.0,89,44,87400.0
20,master,2,manager,,1,57,urban,,86,89,54700.0
35,none,11,developer,finance,6,42,rural,85.0,29,99,51900.0
40,bachelor,1,consultant,manufacturing,1,36,rural,94.0,73,68,29700.0
64,bachelor,9,developer,finance,0,26,suburban,86.0,2,33,39100.0
28,master,26,designer,freelance,5,12,urban,99.0,89,24,75200.0
41,master,39,analyst,marketing,5,17,rural,81.0,46,43,82700.0
59,phd,24,researcher,finance,3,31,urban,55.0,63,5,108700.0
24,master,18,researcher,freelance,0,16,rural,11.0,74,4,70000.0
46,master,23,manager,IT,2,42,rural,89.0,56,91,78800.0
26,,27,analyst,marketing,0,23,urban,,70,98,73500.0
62,high_school,19,developer,healthcare,7,45,remote,21.0,52,29,60800.0
25,none,23,developer,,1,37,rural,37.0,65,36,47900.0
35,master,9,sales,education,7,56,remote,0.0,77,44,60000.0
20,,0,sales,freelance,6,29,rural,,61,90,9300.0
29,bachelor,31,researcher,manufacturing,0,61,rural,66.0,50,98,55500.0
36,bachelor,22,sales,IT,0,32,rural,96.0,19,90,54700.0
44,,2,,marketing,0,29,rural,27.0,49,13,15900.0
57,master,8,developer,IT,5,22,suburban,46.0,95,26,51400.0
36,high_school,28,,education,0,46,remote,85.0,52,46,43400.0
41,none,0,consultant,education,2,23,remote,69.0,36,35,22200.0
53,phd,3,sales,finance,0,68,rural,17.0,84,2,55700.0
59,master,17,designer,education,0,60,rural,87.0,95,6,54800.0
34,high_school,17,designer,law,2,46,rural,61.0,32,80,43700.0
59,master,14,support,healthcare,4,17,suburban,11.0,42,46,61100.0
50,high_school,5,support,education,7,33,rural,22.0,66,65,48200.0
30,bachelor,14,designer,IT,7,59,urban,90.0,0,26,49900.0
64,none,18,manager,freelance,2,44,suburban,78.0,50,24,64300.0
30,bachelor,4,intern,healthcare,0,17,rural,64.0,32,31,23400.0
40,phd,23,manager,healthcare,6,51,suburban,48.0,57,56,112100.0
40,high_school,10,support,law,3,63,remote,79.0,85,92,42200.0
42,bachelor,26,support,education,7,13,suburban,47.0,84,38,63000.0
20,master,35,developer,education,4,31,rural,20.0,69,68,92800.0
56,phd,32,support,manufacturing,2,39,remote,50.0,76,62,95700.0
58,none,20,designer,finance,3,53,suburban,25.0,53,83,45500.0
25,phd,33,analyst,freelance,0,56,urban,7.0,91,25,91000.0
19,phd,10,researcher,freelance,1,48,rural,49.0,63,2,76400.0
57,phd,38,consultant,manufacturing,1,64,rural,54.0,72,40,112400.0
38,master,25,researcher,manufacturing,2,35,urban,53.0,39,46,93800.0
34,bachelor,35,researcher,finance,6,66,urban,75.0,18,90,94900.0
18,phd,28,support,freelance,5,51,urban,13.0,16,77,90400.0
64,bachelor,19,researcher,finance,6,25,urban,11.0,22,48,84200.0
33,bachelor,23,consultant,freelance,0,46,remote,,74,98,45600.0
46,master,36,analyst,freelance,3,48,suburban,99.0,23,34,92100.0
26,master,5,manager,education,3,20,suburban,,100,87,66900.0
28,none,35,consultant,freelance,1,63,urban,10.0,16,0,76100.0
53,phd,15,designer,,6,26,rural,45.0,8,19,78100.0
22,master,15,designer,IT,6,37,suburban,35.0,74,26,62700.0
24,,30,sales,education,3,21,remote,86.0,7,71,54500.0
29,master,11,intern,freelance,3,54,suburban,10.0,80,33,66300.0
56,bachelor,9,manager,IT,2,12,urban,63.0,56,17,62600.0
54,high_school,34,manager,manufacturing,3,46,rural,,48,45,77300.0
63,high_school,11,analyst,healthcare,5,57,urban,13.0,1,41,34300.0
42,high_school,37,developer,IT,2,46,suburban,5.0,86,53,50200.0
64,phd,2,sales,finance,3,68,suburban,17.0,22,67,64100.0
40,none,11,researcher,law,3,14,suburban,67.0,3,35,49900.0
18,phd,27,support,IT,4,21,rural,81.0,37,88,72600.0
52,bachelor,20,designer,finance,1,33,suburban,26.0,92,20,56900.0
26,none,0,developer,healthcare,0,63,remote,80.0,25,94,16300.0
52,bachelor,16,analyst,healthcare,3,53,urban,44.0,98,3,65400.0
53,bachelor,18,support,marketing,2,64,rural,83.0,92,99,40200.0
26,bachelor,3,intern,education,3,34,remote,51.0,22,63,33500.0
34,,37,,marketing,1,66,remote,4.0,70,21,104300.0
52,high_school,29,support,education,1,33,remote,44.0,96,84,48000.0
56,phd,39,developer,manufacturing,7,66,rural,94.0,69,37,115000.0
44,high_school,11,researcher,education,0,36,suburban,,38,78,42500.0
30,bachelor,31,sales,law,7,29,rural,1.0,88,53,80900.0
61,bachelor,14,manager,freelance,6,40,remote,20.0,86,3,68300.0
24,high_school,1,consultant,healthcare,5,11,suburban,76.0,90,52,34200.0
60,bachelor,4,manager,education,6,56,urban,92.0,83,1,75500.0
40,none,29,support,freelance,3,48,rural,7.0,73,36,56800.0
31,phd,6,researcher,law,4,65,rural,67.0,90,60,71600.0
62,bachelor,9,developer,marketing,3,60,remote,26.0,71,10,52100.0
19,high_school,1,developer,education,5,57,suburban,97.0,31,85,41000.0
21,master,10,designer,manufacturing,7,47,suburban,87.0,35,98,44900.0
39,bachelor,22,manager,freelance,1,41,remote,80.0,17,6,82100.0
36,high_school,14,intern,law,0,17,suburban,90.0,62,30,41000.0
54,none,16,analyst,manufacturing,0,12,rural,31.0,78,25,27900.0
58,high_school,17,sales,law,7,27,rural,88.0,59,2,66400.0
24,bachelor,10,support,marketing,1,29,suburban,86.0,92,50,45800.0
64,none,38,sales,education,1,27,rural,21.0,59,57,75000.0
18,none,10,intern,healthcare,7,57,urban,12.0,47,83,39000.0
19,bachelor,37,consultant,healthcare,6,39,urban,29.0,53,48,92200.0
19,master,31,researcher,finance,1,41,rural,42.0,0,46,82900.0
33,high_school,24,support,finance,0,24,remote,,98,36,59900.0
54,,7,developer,education,0,17,suburban,24.0,8,38,63700.0
59,high_school,38,developer,law,1,42,urban,9.0,34,46,68000.0
32,bachelor,29,manager,healthcare,3,18,suburban,72.0,41,62,100300.0
48,bachelor,35,support,healthcare,0,25,suburban,11.0,8,5,72600.0
38,none,13,analyst,IT,7,22,urban,73.0,22,29,39000.0
31,bachelor,34,sales,freelance,1,66,rural,14.0,14,1,61300.0
35,bachelor,25,developer,manufacturing,2,63,remote,74.0,49,36,66900.0
35,high_school,18,support,education,7,36,suburban,,97,6,57000.0
52,phd,2,support,finance,0,47,rural,,41,67,59300.0
43,master,31,sales,,0,34,suburban,32.0,54,83,67100.0
21,none,5,researcher,law,5,25,suburban,90.0,24,98,54100.0
47,bachelor,38,researcher,healthcare,5,21,rural,100.0,71,46,82100.0
57,none,20,intern,education,4,52,remote,15.0,87,96,41800.0
27,master,34,support,healthcare,4,13,remote,40.0,84,81,71000.0
20,none,12,intern,freelance,5,17,suburban,65.0,69,25,51500.0
30,high_school,35,developer,law,2,21,rural,8.0,56,40,53200.0
19,bachelor,25,developer,education,0,22,suburban,30.0,14,98,58800.0
45,none,36,developer,marketing,4,31,urban,15.0,87,96,64300.0
22,phd,5,,education,0,39,urban,90.0,73,54,52900.0
32,none,13,analyst,IT,4,28,suburban,73.0,54,70,36200.0
27,phd,2,consultant,finance,1,48,urban,27.0,49,35,51300.0
38,bachelor,12,designer,law,6,34,rural,76.0,72,44,47000.0
43,phd,14,intern,law,7,22,remote,99.0,2,7,90700.0
34,high_school,20,sales,finance,1,69,rural,13.0,81,91,54800.0
23,none,9,researcher,education,7,22,remote,15.0,82,49,56100.0
50,none,35,researcher,law,4,50,remote,88.0,97,16,74500.0
60,,0,designer,manufacturing,5,37,remote,26.0,78,34,36500.0
30,phd,33,sales,freelance,6,40,suburban,40.0,70,88,98300.0
59,phd,33,designer,healthcare,0,61,suburban,81.0,9,5,74300.0
39,none,19,intern,marketing,7,57,rural,84.0,21,96,60500.0
53,bachelor,7,support,education,3,43,rural,,4,35,48700.0
61,phd,0,sales,marketing,5,48,rural,99.0,89,20,70500.0
44,none,3,manager,IT,3,69,urban,87.0,64,81,42200.0
35,none,27,consultant,healthcare,2,66,remote,7.0,70,2,59400.0
25,bachelor,12,designer,education,6,10,remote,40.0,22,58,52400.0
36,high_school,24,analyst,marketing,1,63,remote,0.0,95,48,50500.0
37,bachelor,7,intern,law,5,42,rural,31.0,52,39,38600.0
25,,1,designer,,3,50,suburban,33.0,25,26,22000.0
34,phd,19,sales,healthcare,5,57,rural,91.0,43,79,70400.0
28,master,20,analyst,law,1,20,suburban,1.0,51,74,59400.0
25,master,24,sales,marketing,7,19,rural,67.0,95,41,78400.0
22,master,35,sales,freelance,2,31,urban,37.0,43,39,82400.0
32,bachelor,14,support,marketing,3,38,rural,19.0,76,45,55200.0
21,high_school,17,designer,healthcare,6,35,urban,22.0,71,84,46200.0
42,phd,5,analyst,finance,1,53,urban,82.0,87,61,45500.0
24,bachelor,20,support,,3,57,suburban,62.0,14,15,56000.0
43,none,37,developer,marketing,3,45,remote,50.0,92,44,61500.0
37,master,1,designer,healthcare,6,48,remote,51.0,15,66,50600.0
49,,7,developer,marketing,7,40,urban,8.0,42,66,37800.0
51,bachelor,2,support,law,3,37,suburban,64.0,29,82,86800.0
37,master,2,support,freelance,1,55,urban,46.0,85,16,51800.0
53,bachelor,27,designer,IT,0,33,rural,75.0,18,93,139400.0
36,bachelor,20,consultant,healthcare,5,17,urban,80.0,26,89,65900.0
46,high_school,27,analyst,marketing,5,62,remote,84.0,20,50,57300.0
27,none,1,developer,healthcare,5,43,urban,,13,45,20100.0
32,phd,18,designer,manufacturing,6,27,rural,74.0,29,63,94700.0
55,phd,37,consultant,finance,3,51,suburban,2.0,88,21,90700.0
63,none,34,manager,IT,5,29,suburban,45.0,20,63,88700.0
58,bachelor,6,analyst,finance,5,30,suburban,16.0,66,41,38300.0
27,,33,intern,IT,3,44,suburban,6.0,31,21,66200.0
21,bachelor,3,intern,education,6,42,rural,52.0,2,28,50100.0
44,phd,12,analyst,healthcare,2,65,remote,26.0,26,99,68300.0
34,phd,7,consultant,IT,2,19,rural,62.0,6,89,73000.0
55,master,33,support,healthcare,6,60,remote,63.0,43,2,70500.0
61,phd,31,support,manufacturing,7,57,remote,66.0,7,10,85900.0
32,bachelor,2,intern,IT,6,41,urban,,5,26,38100.0
24,none,35,consultant,education,6,36,rural,84.0,55,76,78600.0
40,high_school,28,consultant,law,4,39,urban,27.0,4,81,61700.0
50,high_school,4,developer,finance,3,19,suburban,13.0,86,55,26800.0
43,phd,35,designer,finance,7,16,suburban,53.0,42,30,101600.0
29,,9,intern,manufacturing,5,68,urban,15.0,100,22,38500.0
60,,25,developer,freelance,2,63,remote,59.0,35,26,61000.0
59,,17,designer,law,1,40,urban,75.0,80,7,43800.0
48,none,39,intern,education,1,23,suburban,23.0,71,36,66600.0
64,none,36,developer,marketing,4,43,suburban,13.0,1,4,58800.0
52,phd,8,designer,healthcare,0,32,urban,38.0,55,60,65300.0
34,phd,9,developer,marketing,2,28,remote,70.0,71,84,69000.0
55,high_school,14,analyst,finance,5,19,urban,97.0,93,23,33100.0
47,high_school,7,researcher,,0,68,rural,7.0,76,31,40600.0
54,bachelor,10,analyst,freelance,4,39,suburban,58.0,77,82,49000.0
56,phd,13,researcher,marketing,7,65,urban,96.0,77,78,97900.0
25,high_school,13,manager,healthcare,1,69,urban,36.0,88,18,58300.0
24,master,14,researcher,IT,0,24,urban,58.0,73,40,60200.0
36,high_school,6,support,IT,5,41,rural,30.0,68,67,33900.0
32,high_school,16,intern,law,2,62,rural,,4,89,28000.0
22,phd,6,manager,IT,7,17,rural,46.0,65,96,104800.0
47,bachelor,39,intern,healthcare,1,40,rural,57.0,46,100,67000.0
20,none,4,sales,freelance,2,27,suburban,59.0,88,76,25500.0
30,master,7,consultant,freelance,0,64,rural,66.0,46,50,35600.0
21,none,24,consultant,manufacturing,4,46,suburban,8.0,24,47,51000.0
46,phd,27,designer,law,0,12,remote,81.0,5,30,75600.0
36,phd,22,intern,education,6,14,rural,75.0,37,56,95200.0
34,master,8,researcher,law,7,28,urban,26.0,49,4,72600.0
44,phd,12,consultant,law,4,53,urban,19.0,74,13,78100.0
47,none,15,,freelance,5,52,suburban,29.0,73,90,32600.0
62,none,4,sales,freelance,2,51,urban,7.0,58,28,32000.0
50,none,34,developer,marketing,5,41,rural,95.0,55,57,71000.0
62,bachelor,22,analyst,education,2,30,urban,11.0,60,97,50200.0
64,master,25,manager,law,7,64,suburban,25.0,67,97,109500.0
37,phd,24,researcher,,0,39,suburban,54.0,40,61,77700.0
62,bachelor,33,analyst,IT,4,49,remote,0.0,1,85,81700.0
57,high_school,32,analyst,IT,2,16,rural,14.0,24,55,60800.0
31,master,33,consultant,healthcare,6,55,rural,62.0,9,54,65900.0
50,master,28,manager,manufacturing,6,54,suburban,25.0,19,74,98700.0
56,phd,2,designer,finance,2,37,remote,11.0,43,82,50600.0
38,phd,15,intern,freelance,7,57,suburban,72.0,93,11,91700.0
45,master,28,analyst,manufacturing,2,40,suburban,77.0,68,48,80600.0
27,bachelor,23,consultant,freelance,1,14,suburban,11.0,71,44,68500.0
59,none,36,,manufacturing,6,46,remote,24.0,16,45,73900.0
40,bachelor,0,analyst,marketing,2,23,urban,97.0,75,87,20400.0
20,master,9,analyst,healthcare,0,51,suburban,68.0,85,95,46600.0
32,master,4,support,healthcare,0,32,suburban,7.0,22,54,35800.0
59,master,16,,healthcare,1,44,urban,27.0,94,89,48000.0
35,none,29,analyst,finance,6,65,urban,0.0,2,87,64800.0
31,none,30,sales,marketing,3,36,urban,,16,67,41100.0
29,none,7,intern,IT,2,20,rural,2.0,85,91,36300.0
30,high_school,22,designer,IT,3,41,remote,58.0,22,28,45500.0
37,high_school,0,analyst,marketing,3,53,remote,,73,91,13100.0
37,bachelor,25,manager,manufacturing,0,54,remote,99.0,100,60,79800.0
30,phd,13,developer,manufacturing,2,62,remote,9.0,49,71,58600.0
43,high_school,7,researcher,marketing,2,47,urban,9.0,89,65,27100.0
44,bachelor,26,,law,4,47,remote,10.0,39,70,88700.0
56,high_school,18,intern,law,1,12,rural,55.0,6,14,32100.0
37,high_school,18,designer,marketing,7,30,remote,44.0,95,53,46300.0
28,high_school,15,researcher,healthcare,5,64,rural,74.0,87,90,63000.0
43,master,36,analyst,education,5,31,urban,28.0,22,38,84200.0
61,bachelor,2,support,healthcare,0,20,urban,61.0,81,17,20400.0
52,none,4,intern,healthcare,4,36,remote,47.0,32,62,20200.0
53,,31,analyst,IT,5,31,urban,56.0,32,73,59900.0
22,bachelor,32,analyst,freelance,1,52,remote,50.0,30,71,54500.0
57,phd,18,intern,law,4,37,urban,34.0,78,22,77600.0
38,master,18,developer,IT,7,13,rural,43.0,11,58,84000.0
32,none,26,analyst,IT,7,59,rural,3.0,0,53,60700.0
64,none,39,analyst,,5,58,suburban,22.0,75,29,69200.0
46,master,18,researcher,law,3,66,rural,94.0,65,10,72200.0
18,bachelor,7,manager,manufacturing,1,64,rural,0.0,69,26,79300.0
36,high_school,3,designer,law,6,13,urban,94.0,62,61,28200.0
61,phd,20,manager,healthcare,6,13,urban,67.0,91,81,103100.0
33,none,19,intern,manufacturing,1,54,remote,52.0,94,7,34800.0
51,bachelor,14,consultant,education,1,13,rural,4.0,32,68,45400.0
42,phd,1,intern,law,4,47,urban,32.0,48,61,59600.0
19,master,17,,freelance,2,30,remote,,89,22,98900.0
61,phd,27,developer,IT,7,43,remote,90.0,58,51,103800.0
31,phd,35,manager,finance,1,48,rural,45.0,30,29,96400.0
58,phd,26,intern,law,3,38,suburban,51.0,72,26,102200.0
37,bachelor,32,,finance,6,45,remote,55.0,41,13,90400.0
24,phd,32,support,healthcare,5,11,remote,54.0,62,78,114400.0
56,master,30,support,marketing,5,31,suburban,82.0,58,83,88600.0
19,phd,1,researcher,finance,1,22,urban,57.0,76,86,66500.0
45,high_school,32,designer,freelance,0,54,urban,95.0,82,91,51800.0
30,master,16,support,manufacturing,5,36,urban,58.0,76,95,62000.0
63,master,38,designer,IT,5,39,urban,46.0,36,86,80100.0
48,master,36,manager,IT,1,27,rural,54.0,19,49,100600.0
40,phd,13,intern,,5,36,suburban,72.0,57,13,86100.0
38,high_school,9,designer,manufacturing,6,65,urban,60.0,62,50,35500.0
34,master,38,support,healthcare,7,49,remote,29.0,28,92,99900.0
32,high_school,0,developer,manufacturing,4,50,remote,59.0,40,7,30200.0
45,none,27,designer,law,2,26,suburban,84.0,24,69,31100.0
64,master,18,support,finance,5,51,suburban,29.0,53,19,62800.0
56,bachelor,4,researcher,IT,2,20,remote,86.0,64,6,46600.0
47,phd,0,analyst,marketing,2,58,urban,68.0,7,46,55900.0
61,master,0,designer,education,6,56,urban,65.0,91,4,66100.0
36,phd,24,researcher,law,7,16,urban,73.0,47,49,80700.0
62,master,6,support,law,1,24,urban,18.0,55,14,54800.0
52,none,15,manager,IT,1,62,suburban,42.0,80,34,56500.0
32,phd,15,analyst,education,6,20,urban,95.0,8,34,88500.0
20,none,29,consultant,IT,5,40,remote,57.0,52,72,65000.0
31,bachelor,10,analyst,education,6,51,suburban,24.0,37,28,56800.0
57,,19,support,freelance,4,16,suburban,3.0,39,17,38900.0
32,none,7,manager,finance,7,28,suburban,24.0,29,24,73300.0
31,bachelor,2,designer,law,2,55,urban,6.0,47,4,27800.0
51,phd,10,intern,healthcare,3,62,rural,7.0,88,16,60600.0
64,bachelor,29,intern,finance,6,63,suburban,16.0,30,79,78700.0
27,phd,21,consultant,finance,2,61,rural,50.0,8,43,73000.0
36,high_school,7,manager,healthcare,0,53,urban,75.0,27,14,37500.0
34,high_school,22,manager,marketing,6,57,urban,85.0,95,91,83900.0
44,none,11,designer,law,0,64,urban,21.0,48,8,26300.0
21,none,2,intern,finance,7,55,urban,10.0,32,78,30900.0
46,none,6,researcher,finance,4,49,suburban,75.0,21,55,29100.0
47,high_school,11,designer,freelance,7,62,urban,46.0,73,75,59200.0
49,master,21,intern,freelance,1,50,urban,50.0,91,22,71300.0
37,,39,consultant,freelance,7,44,remote,52.0,22,14,75400.0
48,phd,13,consultant,freelance,6,47,urban,8.0,12,38,76900.0
29,master,6,analyst,finance,5,65,suburban,54.0,21,96,50300.0
38,phd,19,support,finance,2,45,rural,95.0,77,66,78700.0
32,phd,36,analyst,,6,31,suburban,11.0,31,2,108500.0
33,bachelor,13,intern,freelance,2,17,suburban,83.0,4,83,41900.0
61,master,17,sales,freelance,6,35,rural,31.0,68,8,69000.0
61,none,34,intern,,1,35,rural,92.0,67,48,54500.0
38,,13,intern,freelance,0,23,suburban,52.0,81,55,62400.0
39,phd,14,analyst,freelance,6,34,suburban,17.0,26,1,79600.0
31,none,2,intern,freelance,2,29,suburban,63.0,35,71,19100.0
32,master,15,,education,7,46,suburban,47.0,55,61,60000.0
43,none,25,analyst,education,2,14,urban,57.0,3,66,34200.0
39,none,15,analyst,education,3,15,remote,9.0,12,19,45000.0
31,phd,28,analyst,education,2,19,suburban,18.0,77,15,74200.0
43,phd,36,intern,IT,6,34,remote,69.0,17,78,106900.0
25,none,4,consultant,freelance,7,60,urban,29.0,84,79,20000.0
43,none,34,sales,healthcare,7,11,suburban,67.0,99,36,57900.0
38,,25,developer,finance,5,24,rural,73.0,70,44,57000.0
27,high_school,16,developer,finance,4,47,suburban,21.0,75,15,37300.0
53,bachelor,9,designer,education,4,58,remote,55.0,2,25,40500.0
44,high_school,8,developer,,6,17,suburban,21.0,83,39,33600.0
45,,33,intern,finance,7,34,urban,88.0,41,87,71000.0
32,bachelor,36,analyst,,6,53,suburban,31.0,16,97,71600.0
60,bachelor,9,sales,healthcare,6,35,urban,55.0,15,14,43400.0
39,master,39,support,manufacturing,6,46,remote,14.0,59,49,105300.0
63,phd,22,intern,freelance,6,18,remote,23.0,6,57,84800.0
50,high_school,33,manager,IT,4,35,suburban,10.0,87,20,95400.0
53,master,0,support,IT,6,35,rural,38.0,4,12,52600.0
55,high_school,36,manager,healthcare,2,26,suburban,17.0,86,44,89600.0
64,master,1,support,education,5,10,remote,55.0,3,89,57100.0
59,master,38,intern,manufacturing,5,18,suburban,73.0,99,15,79700.0
35,high_school,37,researcher,freelance,2,45,rural,73.0,95,34,76500.0
21,none,32,consultant,IT,6,44,urban,56.0,85,58,75200.0
48,phd,20,designer,healthcare,4,31,remote,85.0,76,54,82200.0
50,phd,21,developer,manufacturing,7,61,suburban,82.0,5,34,93200.0
61,master,16,analyst,law,6,12,remote,32.0,99,2,83300.0
48,phd,12,,law,4,19,suburban,78.0,5,87,81200.0
50,phd,8,developer,freelance,0,65,suburban,37.0,93,98,55600.0
19,high_school,6,sales,finance,2,38,urban,65.0,98,99,23500.0
62,master,23,designer,education,0,51,rural,80.0,1,92,68900.0
32,high_school,32,intern,,4,40,remote,42.0,5,45,42300.0
31,phd,6,intern,manufacturing,2,64,suburban,44.0,68,5,62400.0
22,high_school,22,manager,healthcare,2,58,suburban,,65,36,77400.0
34,high_school,22,designer,finance,5,58,rural,65.0,77,52,58400.0
18,bachelor,31,consultant,education,4,34,suburban,46.0,3,4,76200.0
42,master,30,consultant,finance,6,51,rural,78.0,11,17,80900.0
63,none,0,support,education,1,22,remote,56.0,93,3,29300.0
25,phd,15,intern,healthcare,7,53,urban,43.0,49,23,92200.0
63,master,26,analyst,law,0,16,rural,60.0,56,85,79000.0
23,master,1,,marketing,7,49,rural,68.0,26,22,51200.0
41,high_school,12,analyst,manufacturing,6,50,urban,54.0,10,8,51400.0
23,master,2,sales,law,4,34,urban,22.0,53,33,53500.0
23,phd,12,support,healthcare,2,52,remote,48.0,72,71,57900.0
45,high_school,19,intern,marketing,2,44,remote,55.0,57,87,44700.0
36,none,9,manager,healthcare,7,43,remote,43.0,15,57,64000.0
