Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
33,Female,High School,Married,Construction,North,61914,37453,37422,546,19,284600,0,0,65123
21,Male,Master,Single,Finance,North,47271,31343,15905,612,3,338126,1,0,58876
23,Male,Bachelor,Widowed,Healthcare,North,52072,23809,35113,642,9,218465,1,0,66945
39,Female,Master,Married,Construction,North,51906,37084,27395,481,20,239359,0,0,60257
43,Female,Bachelor,Widowed,Construction,North,51304,30870,27414,698,26,366386,1,0,65484
20,Male,Master,Divorced,Finance,North,72852,36029,42409,540,1,347383,0,0,76478
58,Female,Bachelor,Married,IT,East,29503,17076,5317,591,41,219302,0,0,28635
59,Other,High School,Single,Healthcare,North,24164,14217,9156,353,39,44959,0,0,21856
31,Male,High School,Single,Finance,East,21000,8038,12901,444,12,282202,0,0,18777
28,Male,Master,Married,Healthcare,East,66037,33108,41864,655,9,187564,1,0,79821
35,Female,Bachelor,Divorced,Healthcare,East,38398,18112,18632,776,16,57672,0,0,27332
29,Male,High School,Widowed,IT,North,51982,26014,27541,321,13,467808,0,0,52821
40,Female,Master,Single,IT,South,48279,32856,21624,630,19,251846,1,0,55051
29,Female,High School,Single,Education,West,36704,19866,14959,591,13,345535,0,0,45370
30,Male,Bachelor,Widowed,Finance,South,62772,48344,17823,535,13,61849,0,0,71010
42,Female,PhD,Widowed,Unemployed,South,48088,21487,29344,328,25,460529,0,0,61545
62,Male,High School,Single,Finance,North,46433,23581,29237,459,45,421704,0,1,51000
68,Male,High School,Widowed,Healthcare,South,53493,37096,21691,829,47,217380,1,0,71808
36,Male,Bachelor,Married,Education,South,60811,34845,31102,849,19,224724,1,0,56882
63,Female,Bachelor,Single,Education,North,35615,20425,18193,400,47,103563,0,0,39661
53,Male,High School,Single,Healthcare,North,63093,20610,36103,589,38,334336,0,0,79318
62,Male,Bachelor,Single,IT,West,71747,35823,38622,676,46,245523,1,0,84562
25,Other,High School,Married,Education,West,28608,12454,18430,472,10,99391,0,0,29575
46,Other,High School,Single,Finance,East,54174,43321,16685,642,27,114615,1,1,62464
49,Male,Master,Widowed,IT,West,45426,20631,24680,490,31,371738,0,1,50820
68,Male,Master,Single,Construction,North,60488,44897,17799,738,53,207521,1,1,69872
61,Female,Master,Married,Education,South,31750,20260,13856,642,41,463603,0,0,48426
35,Female,High School,Married,Healthcare,North,74434,35018,37853,424,21,78509,0,0,87606
23,Female,Master,Divorced,Finance,North,25881,14797,7317,659,6,153047,0,0,32421
35,Male,Bachelor,Single,Education,South,46335,33373,16874,802,14,125555,1,0,54894
36,Male,Bachelor,Married,Healthcare,West,56514,41915,21637,472,21,47392,0,0,54098
39,Female,Bachelor,Divorced,Finance,South,39704,15095,23484,693,18,18305,0,0,40693
54,Female,Master,Single,Education,North,37348,17545,20714,760,37,81215,0,0,44973
49,Female,Bachelor,Married,Finance,West,53333,24939,34541,419,31,420177,0,0,68699
58,Female,Bachelor,Married,Construction,North,51166,16425,41374,572,42,267372,0,0,65277
20,Female,Master,Single,Finance,North,50089,30009,23237,657,3,348323,1,0,50961
45,Male,Master,Single,Healthcare,West,62880,45739,21212,685,24,491107,1,0,63333
27,Female,High School,Divorced,Education,South,44082,21634,27108,618,7,112864,1,0,53376
68,Male,Bachelor,Single,Healthcare,East,54793,36712,23636,560,50,88544,0,0,56724
52,Male,High School,Single,Construction,West,42400,26027,13015,580,38,159546,0,0,48748
46,Female,Bachelor,Widowed,Unemployed,North,37260,18176,30670,628,29,8979,0,0,52152
32,Female,Master,Single,IT,North,45728,16943,32155,423,17,51343,0,0,51565
50,Male,PhD,Married,Finance,West,42518,27834,20333,775,30,5739,1,0,53139
24,Male,High School,Divorced,Healthcare,North,43267,31467,9990,577,10,417774,0,0,38927
29,Male,High School,Divorced,Unemployed,East,67479,43384,25165,392,12,304961,0,0,78704
66,Male,Bachelor,Divorced,Education,West,46188,14269,35803,846,48,450015,1,0,51215
47,Female,Bachelor,Married,Education,North,40056,16347,16686,427,26,228254,0,1,36058
38,Female,Bachelor,Single,IT,East,50421,16877,31038,831,22,388268,1,0,55250
48,Female,Bachelor,Married,Education,North,51563,30174,19762,466,33,305298,0,0,55923
41,Male,Bachelor,Widowed,Construction,West,32196,21836,5966,535,25,168344,0,0,38007
37,Male,High School,Divorced,IT,South,45523,16173,31880,331,19,42339,0,0,54973
54,Male,Master,Single,Construction,East,44919,32304,14244,530,40,118591,0,0,53188
21,Male,High School,Single,Finance,West,47417,27395,29140,490,7,215868,0,0,59641
45,Female,High School,Divorced,Construction,West,60882,39267,18011,807,26,142666,1,0,74444
61,Female,Bachelor,Widowed,Finance,West,52050,40895,14328,756,45,18185,1,0,59400
37,Other,Bachelor,Widowed,Construction,South,68419,23388,42630,554,20,392058,0,0,66830
41,Female,Master,Single,IT,North,49825,37399,5840,578,21,148644,0,0,53883
67,Female,High School,Married,Finance,South,76641,27824,53756,355,47,110784,0,0,82658
66,Male,PhD,Divorced,Unemployed,West,43088,21392,27048,405,51,415785,0,0,52866
68,Male,High School,Married,Construction,East,38456,27908,15308,491,52,480725,0,0,47784
49,Female,Bachelor,Single,Construction,North,58209,43838,9788,577,31,336897,0,0,75717
58,Female,Bachelor,Divorced,Education,South,70461,38978,33900,843,43,471400,1,0,83250
53,Female,Master,Widowed,Construction,East,29317,17503,16800,474,35,153591,0,0,24723
51,Male,Master,Widowed,Education,West,47045,30770,23035,384,33,36953,0,0,59965
53,Other,High School,Widowed,Construction,East,40838,29255,16724,515,33,24804,0,0,52425
19,Male,Bachelor,Single,Healthcare,East,52142,18810,40157,313,0,81286,0,0,58788
32,Male,Bachelor,Widowed,Education,West,50150,35357,22129,336,12,463753,0,0,54247
51,Female,Master,Divorced,IT,South,70180,37941,34763,326,30,22275,0,0,86342
53,Male,Bachelor,Divorced,IT,West,48373,25410,27455,369,38,209490,0,1,57824
23,Female,Bachelor,Divorced,Finance,East,70621,36154,41465,453,8,247462,0,0,84872
56,Male,Master,Divorced,Unemployed,West,45273,25108,24115,737,41,67068,1,0,53829
59,Female,Bachelor,Widowed,Unemployed,North,63897,49362,22529,570,41,330488,0,0,74422
68,Male,PhD,Divorced,IT,North,53429,30673,29128,840,54,345428,1,0,50688
68,Male,PhD,Single,Finance,East,75948,58980,15805,373,49,127750,0,0,87847
29,Female,Master,Divorced,IT,West,27844,10863,12451,448,9,299745,0,0,32034
20,Male,Master,Widowed,Education,East,32542,21545,13093,805,6,425791,0,0,36259
62,Male,Bachelor,Widowed,Healthcare,West,77474,54705,18863,309,44,57705,0,0,77219
35,Female,Bachelor,Married,Finance,North,39001,24943,16473,801,15,322365,0,0,52561
57,Female,High School,Divorced,Healthcare,North,39952,24109,17805,361,39,168441,0,0,46327
38,Male,Master,Widowed,Construction,East,36864,21469,23899,687,18,49617,0,0,36896
32,Male,Bachelor,Married,Construction,North,67226,49106,22645,531,15,325459,0,1,75212
50,Female,Bachelor,Single,Healthcare,East,31198,22176,15911,827,30,133240,0,0,35216
52,Female,Master,Divorced,Education,South,50336,18178,31710,849,35,282461,1,0,45539
43,Other,Master,Widowed,Healthcare,East,46015,33328,22335,744,29,323253,1,0,40528
25,Male,Bachelor,Widowed,Healthcare,West,65547,33234,38781,620,4,426534,1,0,70550
53,Female,High School,Divorced,Healthcare,West,41544,17732,27949,382,33,248154,0,1,51004
65,Male,High School,Married,Finance,West,56229,41321,7875,733,44,46239,1,0,60464
47,Male,Bachelor,Divorced,Finance,East,32431,16734,23590,316,28,485920,0,0,31462
40,Male,Bachelor,Single,Healthcare,South,84109,59228,35747,668,24,285226,1,0,96844
59,Male,High School,Single,Unemployed,East,46406,20033,28429,554,43,329664,0,0,47956
61,Female,Bachelor,Divorced,Education,East,50131,15137,37152,755,44,409295,1,0,72523
31,Male,High School,Married,Construction,South,74821,40981,33256,832,17,7884,1,0,88339
31,Female,High School,Single,Construction,North,41199,14424,20616,691,17,229469,1,0,49642
19,Female,Master,Divorced,Construction,North,75010,50795,23404,619,0,172419,1,1,90134
54,Male,Bachelor,Married,IT,North,43827,19197,34927,519,38,208803,0,0,48958
22,Female,Bachelor,Married,Education,North,60075,31348,36122,713,1,334931,1,0,72104
55,Other,High School,Widowed,Finance,North,41409,14224,25321,331,39,468392,0,1,47922
62,Female,Master,Single,Construction,South,29659,13148,15619,315,46,154812,0,0,31513
58,Male,PhD,Divorced,Finance,South,56218,38832,30061,708,40,119297,1,1,65731
64,Male,Bachelor,Single,Finance,East,59598,22396,34101,472,48,17815,0,0,63873
31,Male,PhD,Married,Finance,North,30261,18870,9813,478,10,332321,0,0,36493
56,Female,Bachelor,Widowed,Unemployed,West,45394,34441,10805,796,40,178963,1,0,52502
42,Male,High School,Single,Finance,South,68011,43521,19699,403,22,319710,0,0,66530
37,Female,High School,Divorced,Healthcare,South,59001,41625,16688,616,21,309112,1,1,67994
19,Male,High School,Single,Finance,North,44071,15622,27837,480,0,165985,0,0,48998
56,Male,Bachelor,Married,IT,West,41037,17455,21070,431,40,345584,0,0,48905
23,Male,Bachelor,Widowed,Finance,West,79223,59200,28662,454,6,59860,0,0,85084
34,Male,Bachelor,Single,Construction,South,28296,18606,5855,658,20,135134,0,0,27439
42,Male,Bachelor,Married,Finance,East,49112,30438,19964,534,24,285606,0,0,49729
45,Male,Bachelor,Married,Construction,West,28029,17711,7932,464,30,433698,0,0,39236
19,Female,High School,Widowed,Finance,East,69722,35356,35316,726,0,470699,1,0,79830
52,Female,High School,Married,Education,North,49893,16079,31196,787,38,399554,1,0,52692
54,Male,Master,Single,Healthcare,North,52672,36460,18591,512,40,148854,0,1,61501
22,Female,Master,Divorced,Construction,North,91533,58522,36618,456,6,352753,0,0,103502
18,Female,Bachelor,Widowed,IT,East,41097,22044,28063,374,2,273758,0,0,49953
57,Male,High School,Married,Finance,South,76228,57161,18124,734,37,398957,1,0,78449
29,Male,High School,Single,Construction,East,44139,20660,33568,477,14,428426,0,0,56666
53,Male,PhD,Widowed,Unemployed,North,46497,20791,23671,611,33,71269,1,1,47268
62,Male,High School,Married,Healthcare,West,89572,65960,24421,426,45,281088,0,0,99997
40,Male,High School,Single,Unemployed,South,47583,33236,25170,676,25,455207,1,0,56068
64,Female,Bachelor,Married,Finance,East,29384,16381,29517,644,50,6806,0,1,35662
48,Female,High School,Single,Healthcare,West,54228,19813,44844,524,30,411501,0,0,64550
28,Male,PhD,Married,IT,West,47408,19320,28970,316,7,376018,0,0,47781
27,Male,Bachelor,Widowed,Construction,North,55506,34864,25216,796,6,81993,1,0,65739
20,Male,PhD,Widowed,IT,North,47996,23639,29770,772,6,203361,1,0,56419
31,Female,Master,Widowed,Healthcare,West,83233,59780,27180,610,10,45126,1,0,85898
33,Male,Master,Married,Education,South,58351,45220,10091,436,16,347267,0,0,58750
27,Male,Master,Married,Education,East,33875,23807,13240,774,10,404073,0,0,40191
46,Male,Bachelor,Widowed,Unemployed,South,51868,25351,25987,516,30,38792,0,0,69903
27,Female,High School,Widowed,Construction,South,38005,26388,8774,495,9,112978,0,1,39574
29,Male,Bachelor,Divorced,Finance,East,46284,22018,24709,500,8,354828,0,0,53777
47,Female,High School,Single,Unemployed,East,36343,13939,25980,665,26,321505,0,0,43735
58,Male,Bachelor,Divorced,IT,East,81606,25844,62768,827,42,41322,1,1,90624
18,Male,Bachelor,Single,Education,South,39629,19531,20828,699,0,211579,0,0,49635
22,Male,High School,Married,Education,South,60313,45342,16577,824,7,147980,1,0,69676
37,Female,High School,Single,Finance,East,45147,18938,32228,513,19,69627,0,0,43041
25,Male,High School,Single,IT,West,32623,13155,21822,640,7,256976,0,0,46170
60,Female,Master,Married,Healthcare,West,52964,41571,15300,628,46,199715,1,0,60306
29,Male,Master,Married,Unemployed,East,56010,17503,40896,418,9,419418,0,0,67130
18,Male,Master,Married,Education,South,58379,40450,20942,724,0,97228,1,1,72773
37,Female,High School,Widowed,Construction,East,10666,4913,2357,672,18,75102,0,1,4938
45,Male,High School,Widowed,Construction,North,31477,10033,24055,478,28,327027,0,0,42973
60,Male,High School,Single,Healthcare,West,64363,48845,24657,731,42,101555,1,0,79144
54,Male,Bachelor,Married,Finance,West,36145,13367,25622,701,34,397335,0,0,33970
64,Male,Bachelor,Widowed,Finance,West,53044,30547,20328,693,50,84558,1,0,67510
54,Male,Master,Married,Unemployed,East,31129,13604,26907,378,40,376605,0,0,36378
29,Male,Bachelor,Single,Education,North,60974,20279,46301,723,14,179792,1,1,69576
54,Male,High School,Widowed,Unemployed,West,63969,20787,49020,417,35,306806,0,0,68723
66,Male,PhD,Widowed,Education,North,60978,21816,44864,667,46,294174,1,0,75536
66,Female,Master,Divorced,Education,South,65488,21983,39873,405,46,44850,0,0,72445
61,Male,Master,Single,Healthcare,South,73458,49971,28726,404,45,396747,0,0,75943
45,Female,High School,Widowed,Healthcare,West,32388,17579,23732,602,25,246322,0,0,35210
64,Male,PhD,Single,Education,South,38169,17994,19773,447,44,129825,0,1,48606
32,Female,Bachelor,Single,Finance,East,63463,32314,23505,449,11,352432,0,0,74865
23,Female,High School,Married,IT,South,66953,51183,19597,555,6,302541,0,0,69248
61,Female,Bachelor,Single,Education,East,39884,30127,11920,381,45,323238,0,0,47862
37,Female,High School,Divorced,Finance,South,38841,25551,7551,315,21,357784,0,0,46551
67,Male,PhD,Widowed,Finance,North,40216,29853,15389,492,46,156688,0,0,42409
31,Male,Master,Single,Construction,South,25923,11920,18654,373,12,494690,0,1,30473
19,Female,Bachelor,Single,Unemployed,North,30928,15171,10426,576,0,201406,0,0,37057
26,Male,High School,Married,IT,East,31290,18988,23748,360,10,142733,0,1,33885
54,Male,Bachelor,Married,Education,South,45588,27891,23452,835,35,193101,1,0,57839
37,Male,High School,Divorced,IT,South,54062,29239,17371,834,21,162119,1,1,64107
43,Male,High School,Single,Education,North,56502,28269,34327,642,25,437259,1,1,64223
46,Female,Bachelor,Single,Unemployed,South,42371,33604,14716,694,27,182514,1,0,52618
18,Male,High School,Single,IT,East,42740,30369,21446,557,2,328522,0,0,44703
52,Male,Master,Single,IT,North,51854,26833,23901,497,31,293087,0,1,61093
23,Female,High School,Widowed,Finance,East,27559,18289,15436,352,7,39487,0,0,34228
54,Male,Master,Single,IT,West,64391,27995,37212,570,33,79769,0,0,77253
22,Male,High School,Single,IT,East,69280,24253,44244,500,3,74023,0,0,79927
50,Female,Bachelor,Widowed,Unemployed,North,40616,19341,18949,695,29,422775,1,0,43207
66,Male,Master,Married,Education,East,44023,22076,14431,677,47,338524,1,0,57927
68,Female,High School,Divorced,Finance,South,68649,21162,52189,834,48,439735,1,0,81240
31,Male,Master,Single,IT,East,48154,34063,14725,387,14,489892,0,1,50478
29,Male,Master,Widowed,Finance,South,58823,28211,18961,697,14,263975,1,0,56750
59,Male,Bachelor,Single,Finance,North,48615,28693,22298,481,40,16416,0,0,62437
37,Female,Bachelor,Married,Healthcare,South,73344,24715,56418,582,22,290003,0,0,94054
67,Female,Master,Widowed,Education,East,57351,22223,30593,832,53,92789,1,0,62814
41,Female,Bachelor,Widowed,Healthcare,West,58214,43360,13291,489,26,109766,0,0,72777
60,Female,Bachelor,Widowed,Finance,South,58494,35350,27348,504,40,23184,0,0,70731
51,Male,Master,Single,Unemployed,West,41673,32302,-1423,343,31,294990,0,0,44446
42,Female,High School,Married,Unemployed,West,43051,34413,7969,599,22,231829,0,0,61144
67,Female,High School,Divorced,IT,West,61538,29903,35368,578,52,309915,0,0,72074
46,Male,Bachelor,Widowed,Education,West,51896,23322,27768,684,26,91995,1,1,65225
56,Female,High School,Single,Construction,East,32335,23577,4267,610,37,262033,0,1,40909
48,Female,Bachelor,Divorced,Education,South,78096,62422,11423,827,33,413714,1,0,90874
64,Female,Bachelor,Widowed,Healthcare,North,64671,39761,18849,573,49,74798,0,0,80263
60,Male,Bachelor,Single,Education,North,50564,35271,14127,781,46,300058,1,0,62733
67,Other,High School,Divorced,IT,South,45897,31708,21472,750,46,189052,1,0,62813
40,Male,PhD,Divorced,Education,North,52980,25306,41483,831,20,397106,1,0,69292
61,Female,High School,Widowed,Construction,South,57762,33914,26028,830,43,312644,1,0,62151
55,Male,Master,Single,Unemployed,East,19504,13975,11370,824,35,170957,0,0,17644
37,Female,Bachelor,Divorced,Healthcare,South,81685,52609,26371,316,23,305359,0,0,94572
40,Male,Master,Married,Healthcare,East,38151,11849,17843,329,19,331464,0,0,41871
62,Female,High School,Married,Finance,South,49971,23404,37825,769,41,485150,1,0,57889
69,Male,Bachelor,Divorced,Healthcare,West,50523,18806,30741,603,52,114159,1,0,58432
33,Female,PhD,Widowed,Construction,West,79952,33298,52247,392,16,34924,0,0,91746
67,Female,Bachelor,Widowed,Construction,East,48678,36642,14828,461,52,191171,0,0,56370
59,Female,Master,Widowed,Unemployed,North,73827,23509,57290,627,39,68113,1,1,87962
25,Male,High School,Divorced,Healthcare,West,56100,22995,39875,553,5,267462,0,1,72951
67,Male,Master,Widowed,Unemployed,South,35571,16177,22782,739,51,213769,0,0,47983
38,Male,Bachelor,Widowed,Education,North,52020,31651,24307,843,23,82859,1,0,57967
18,Female,Bachelor,Married,Construction,North,48222,27344,28940,419,2,403965,0,0,51466
25,Female,High School,Single,Healthcare,East,33738,13803,19886,813,8,103558,0,1,36705
46,Female,Bachelor,Married,Healthcare,North,55365,21156,43987,848,26,145600,1,1,70103
49,Male,Bachelor,Divorced,Education,East,50331,21058,27733,396,33,26441,0,0,57905
55,Male,Bachelor,Married,Unemployed,West,58346,32164,28564,669,37,144598,1,0,66804
22,Female,Master,Single,Healthcare,West,52900,23042,35003,716,3,245659,1,0,63237
64,Male,Bachelor,Married,IT,North,40233,31132,2955,556,47,435377,0,0,51708
39,Male,PhD,Widowed,Finance,North,61525,32727,37707,427,22,6044,0,0,71780
64,Male,Master,Single,Construction,South,40634,13384,31629,658,43,345445,1,0,56765
51,Male,Bachelor,Divorced,Education,South,3504,2328,19680,455,31,416391,0,0,11021
18,Male,High School,Married,Education,East,51929,24117,40215,356,1,184959,0,0,54608
43,Female,High School,Married,Finance,North,41688,26127,17506,375,26,449887,0,0,50362
60,Male,High School,Widowed,IT,North,55731,24510,42148,457,46,5961,0,0,70494
27,Female,Master,Single,Finance,South,79983,46819,39400,384,11,467501,0,0,94435
47,Female,High School,Widowed,Healthcare,East,80416,55171,28400,621,29,372964,1,0,94408
67,Female,High School,Married,Unemployed,South,47523,36307,4919,608,52,188038,0,0,53495
35,Male,High School,Married,Education,North,37602,16190,16294,829,15,284117,0,0,45638
34,Male,High School,Single,Unemployed,East,58770,27470,33321,583,20,219980,0,0,62154
43,Male,High School,Married,Unemployed,West,44446,23651,20318,341,24,310537,0,0,42606
25,Female,High School,Single,Unemployed,North,55876,42666,16335,433,7,106293,0,0,59877
64,Female,PhD,Divorced,Unemployed,South,40087,30093,18855,703,45,305577,1,0,55115
57,Female,High School,Married,Healthcare,East,53760,18543,41541,792,36,337221,1,0,63392
66,Male,High School,Single,Education,South,37820,13840,22498,521,49,428894,0,1,42346
29,Male,PhD,Single,Unemployed,West,67763,37117,37270,528,13,23344,0,0,82066
44,Male,Bachelor,Widowed,Education,North,41150,14538,24041,751,26,181226,1,0,41991
25,Male,High School,Married,Unemployed,North,59916,28327,27877,605,11,407062,1,0,72571
42,Male,High School,Widowed,Healthcare,South,31028,11610,23326,418,23,432062,0,0,29663
63,Female,High School,Single,Finance,North,61717,38142,21502,623,43,237450,1,0,60806
21,Male,Bachelor,Divorced,Unemployed,South,35504,27506,6788,458,0,374995,0,0,46906
50,Female,High School,Divorced,Construction,South,53917,43045,17841,538,36,75565,0,0,59335
18,Male,Bachelor,Married,Construction,East,65348,31865,38771,695,3,325946,1,0,72957
36,Male,Bachelor,Divorced,Finance,West,47000,28176,18964,619,15,21272,1,0,54300
48,Female,High School,Married,IT,North,34562,25165,3271,488,31,184685,0,0,30523
33,Male,Bachelor,Married,Finance,North,57452,20609,35167,608,16,356450,1,0,63350
31,Female,PhD,Single,Finance,South,37385,24105,24990,548,12,393306,0,0,45913
65,Female,Master,Single,Finance,West,43936,22162,28606,837,46,280248,1,0,49562
22,Female,Master,Single,Construction,East,53981,21758,41340,805,1,414071,1,0,65822
58,Other,Bachelor,Widowed,Education,South,70410,35301,38389,693,39,435740,1,0,69526
43,Male,Bachelor,Single,IT,West,50398,17033,33609,705,26,388207,1,0,44393
45,Male,Bachelor,Married,IT,North,50342,32606,24261,480,24,239071,0,0,62737
19,Female,Master,Single,IT,East,61062,26035,43436,320,0,71455,0,0,72705
67,Male,Bachelor,Widowed,Healthcare,East,50755,23129,27227,454,52,309850,0,0,56793
23,Male,Master,Single,Unemployed,South,59532,21463,36502,493,3,301670,0,0,56985
26,Male,PhD,Divorced,Finance,South,66178,48464,12107,523,6,236207,0,1,69925
50,Male,Bachelor,Married,Education,East,45083,24647,18743,698,31,145435,1,0,51203
58,Female,Bachelor,Divorced,Education,North,874,512,5706,579,44,450646,0,0,7106
42,Male,Bachelor,Divorced,Healthcare,North,37731,22061,14688,309,23,316655,0,0,34964
65,Male,High School,Widowed,Construction,East,68130,34422,40366,675,51,61738,1,0,80908
30,Male,Bachelor,Divorced,Healthcare,South,49493,19612,41716,771,13,84791,1,0,54181
26,Male,Bachelor,Single,Healthcare,South,44913,30206,16831,451,12,467562,0,1,44712
30,Female,High School,Married,Finance,North,67501,24538,44881,423,13,6440,0,0,76990
48,Female,Bachelor,Divorced,Construction,West,48480,17061,36162,723,28,376559,1,0,51358
58,Male,Master,Divorced,Unemployed,West,18612,12192,5547,822,37,203327,0,0,24697
28,Male,PhD,Married,Unemployed,West,27420,11089,15094,812,10,387504,0,0,38538
21,Male,Master,Single,Healthcare,North,56279,25516,29675,470,5,180285,0,0,57344
51,Male,High School,Divorced,Unemployed,East,48996,26340,18928,424,35,267699,0,0,48716
55,Female,High School,Married,Education,West,71819,37681,40636,474,40,112729,0,0,89738
63,Male,Bachelor,Single,Finance,North,39000,25517,13000,803,45,82648,0,0,44280
21,Male,High School,Single,Unemployed,North,45357,27745,25168,684,7,131919,1,0,57615
55,Female,Bachelor,Single,Construction,South,36732,22854,18524,405,40,466049,0,0,39607
36,Female,High School,Widowed,Education,South,42191,27720,16357,827,17,268679,1,0,49600
23,Female,Bachelor,Single,IT,North,21621,9649,18020,337,7,151003,0,0,28202
51,Female,High School,Single,Finance,South,44214,20390,21106,694,36,470034,1,0,54850
35,Male,Bachelor,Married,Education,South,49221,25545,21773,776,19,124773,1,0,64016
30,Male,Master,Widowed,Healthcare,South,47955,21758,31764,766,12,492386,1,0,58482
58,Female,PhD,Single,Healthcare,North,82243,65175,8089,804,43,49262,1,1,94792
40,Male,PhD,Divorced,Finance,West,77502,54795,24780,614,22,358165,1,0,86632
36,Male,Bachelor,Widowed,Construction,South,38736,14809,28879,584,16,498481,0,1,47875
62,Female,Master,Married,Healthcare,North,19340,5856,22038,763,41,258902,0,0,16293
28,Female,Bachelor,Widowed,Education,North,48511,15591,42497,563,11,29587,0,1,47887
18,Male,Bachelor,Divorced,IT,East,55647,23484,33511,728,4,366427,1,1,72043
41,Male,Master,Widowed,Construction,East,37092,13247,29696,664,21,169112,0,0,36433
24,Female,High School,Divorced,Finance,West,37835,21439,14374,480,8,312687,0,0,42322
42,Male,PhD,Single,Healthcare,East,73738,53754,19766,543,25,356321,0,0,89395
38,Male,Bachelor,Single,Construction,North,46136,30836,24138,612,18,424789,1,0,47168
32,Female,Bachelor,Widowed,IT,East,59933,24440,37293,375,12,75680,0,0,60220
18,Male,Bachelor,Widowed,Construction,South,36045,18009,20834,561,0,386465,0,0,39775
29,Male,Master,Married,Construction,East,49145,27223,18756,530,12,193334,0,0,52260
24,Female,Bachelor,Married,Finance,North,44954,31697,17369,679,4,399904,1,0,47930
32,Female,Master,Divorced,IT,West,39869,28688,16951,608,14,118624,0,0,41523
38,Female,High School,Single,IT,West,67329,50823,22121,687,19,350659,1,0,78135
36,Female,High School,Widowed,Construction,West,29166,16176,8933,624,19,298947,0,0,40544
46,Male,Master,Single,Healthcare,West,54500,35268,26231,755,32,152226,1,0,58214
42,Female,High School,Widowed,Construction,South,44673,15899,25783,811,27,122930,1,0,45960
50,Female,High School,Divorced,Education,South,56222,32757,25332,642,30,239059,1,0,63818
66,Male,High School,Single,Healthcare,South,44876,19042,19743,815,50,216731,1,0,59580
49,Male,High School,Married,Finance,East,63007,32502,31607,741,30,28998,1,0,67927
66,Female,Bachelor,Divorced,IT,East,35904,22153,10733,848,48,397088,0,1,45482
52,Female,High School,Single,Unemployed,East,67363,28864,38254,561,32,10786,0,0,75645
61,Other,Master,Divorced,Healthcare,West,49567,16163,35703,762,45,64059,1,0,55735
55,Male,Bachelor,Widowed,Finance,West,30072,9175,27033,526,37,231897,0,0,28897
43,Female,Master,Single,Construction,East,60203,18727,47440,822,25,206737,1,1,71782
28,Female,Bachelor,Single,Finance,South,47017,14301,23029,488,13,99450,0,0,40694
52,Male,Bachelor,Single,Education,North,24382,8659,21114,508,36,423993,0,0,18204
25,Other,Bachelor,Married,Unemployed,East,54987,23080,34938,312,7,204453,0,0,63054
63,Female,High School,Divorced,Finance,North,65098,26729,37567,461,46,78984,0,0,72269
31,Female,High School,Married,Unemployed,South,69232,54928,11901,792,16,191362,1,0,88401
27,Female,Bachelor,Married,Unemployed,North,44324,20078,25933,734,8,251069,1,1,38924
19,Female,High School,Divorced,Healthcare,West,52179,18978,36353,304,4,32139,0,0,57016
63,Male,High School,Divorced,IT,North,50758,29073,25574,501,44,223326,0,0,64760
26,Female,Bachelor,Single,Healthcare,East,72347,52739,20621,715,5,447246,1,0,77503
20,Other,Master,Single,Healthcare,East,37842,24182,3038,311,5,421797,0,1,47412
38,Male,Master,Divorced,IT,South,43030,19279,23274,696,23,295137,1,0,49211
43,Male,Master,Single,Education,East,37479,21768,11792,640,29,309192,0,0,44988
25,Male,High School,Widowed,Healthcare,North,28262,18580,21958,672,5,148995,0,0,43190
65,Female,PhD,Single,IT,West,53716,35670,20342,677,50,411300,1,0,59527
19,Female,Master,Divorced,IT,North,74019,46873,32851,524,1,350240,0,0,78158
23,Other,High School,Married,Healthcare,North,47022,34580,17617,481,9,420783,0,0,50536
45,Male,Master,Divorced,Unemployed,North,36771,27028,13294,596,25,24481,0,0,30280
46,Female,Bachelor,Divorced,IT,East,52802,31125,21595,606,32,364696,1,0,48760
43,Female,High School,Married,Unemployed,South,58836,30296,27820,730,29,16422,1,0,68194
42,Male,High School,Widowed,Construction,East,47654,29582,9969,417,23,334404,0,0,58015
29,Female,Bachelor,Single,Healthcare,North,71053,50384,23379,651,10,232079,1,0,81169
22,Female,Bachelor,Widowed,Unemployed,South,37814,11451,29864,345,4,335308,0,0,36782
51,Female,PhD,Married,Education,South,45695,36373,11082,526,34,60296,0,0,46065
65,Female,High School,Widowed,Construction,North,54439,21309,35847,655,49,263126,1,0,63457
54,Female,Bachelor,Married,Education,North,55894,29910,21951,593,36,295019,0,0,69755
32,Male,High School,Divorced,Unemployed,East,50708,37321,13916,539,14,22734,0,0,58931
61,Male,Bachelor,Widowed,Healthcare,South,30823,12715,16858,647,40,487861,0,0,39629
53,Female,PhD,Single,Finance,West,85070,45801,44594,440,37,464371,0,1,104583
32,Male,Bachelor,Single,IT,South,46460,17017,31647,503,18,56700,0,0,65086
60,Male,Bachelor,Married,Construction,East,51654,25699,24755,568,46,18786,0,0,66504
65,Male,Master,Divorced,Healthcare,North,59251,23023,37428,612,50,129258,1,0,75642
40,Male,High School,Widowed,IT,South,40452,19490,17764,717,26,59395,1,0,40048
23,Female,PhD,Widowed,Unemployed,West,50853,24751,26461,436,6,230242,0,0,58218
63,Female,Bachelor,Married,Finance,East,39842,31737,13018,650,49,463387,0,0,45940
